CifId,GroundTruth,Predicted,Prob
UGOFED,1.0,1,0.99999344
EPONII,0.0,0,5.2432762e-05
UNINIP,0.0,0,0.00042361562
ONUQUK,1.0,1,0.99902517
LORRUH,1.0,1,0.9999622
CEHKUW,1.0,1,0.9995507
UZIGOB,1.0,1,0.99443
dut-67-zr,1.0,1,0.9999849
QOSYAZ,1.0,1,0.99955565
MIYGUX,0.0,0,0.010380287
TEWFUY,1.0,1,0.9999926
EDIKEH,1.0,1,0.99994457
VOPCIO,1.0,1,0.9999937
ESARIB,0.0,0,0.0026084865
MEKDEM,0.0,0,0.00680986
Bio-MOF-11,0.0,0,0.0032140885
YATDUV,0.0,0,0.00010432453
EQUMUA,1.0,1,0.99999714
CIYZUG,1.0,1,0.9958324
BEDHOJ,1.0,1,0.99960786
RUWXAJ,1.0,1,0.9984073
WUPVAG,1.0,1,0.999982
HOMQUW,1.0,1,0.9999925
HKUST-1,0.0,1,0.9486392
QAQHOG,0.0,0,0.00044623838
YOYPUZ,1.0,1,0.9998972
XAPFUS,1.0,1,0.99983066
mil-101-cr-a,1.0,1,0.9998662
AVUKEI,1.0,1,0.9997294
PEHQID,1.0,1,0.99996006
OTARIL,1.0,1,0.9999419
FORPUY,1.0,1,0.99978954
XUMFIW,0.0,0,0.0045391815
FOTNIN,1.0,1,0.9999528
LAZPAF,1.0,1,0.999444
Cu-DMOF,0.0,0,0.012162446
OWUHIZ,0.0,0,0.0018240092
LIQFEY,1.0,1,0.99972945
LAVTAF,0.0,0,0.00061178755
ZEVWII,0.0,0,5.0748964e-05
SANHAT,1.0,1,0.9995759
OHOLIH,0.0,0,0.026363945
LAGCUU,0.0,0,0.0006196564
NIZNAN,1.0,1,0.99880636
MERLAZ,1.0,1,0.99987435
UiO-BPY,0.0,0,0.00612114
KOMGEZ,1.0,1,0.99996805
ZODXAT,1.0,1,0.9998191
GIYTEO,1.0,1,0.99999416
AWIBIT,0.0,0,0.001591508
RUYPAE,1.0,1,0.99996996
Cu-MBTC,0.0,0,0.00059295376
Ni-HF,1.0,1,0.9999312
HIQKOJ,0.0,0,0.0005422184
FIVZAM,0.0,0,0.012127483
Eu-Cu,1.0,1,0.99906677
XALBUI,0.0,0,0.22591655
PUQHAL,1.0,1,0.99815017
PORLAL,1.0,1,0.9999912
ESIFIX,0.0,0,0.00072459376
RUVMIF,1.0,1,0.999995
SEFNEX,0.0,0,0.00034803757
FIVZEQ,0.0,0,0.00020341229
FOXPUE,1.0,1,0.9999766
JALLOA,0.0,0,3.394485e-05
JALLIU,0.0,0,6.9374604e-05
TOVGES,1.0,1,0.9991783
RO-MOFa,1.0,1,0.99973947
Co-NIC,1.0,0,0.41697514
SANHOH,1.0,1,0.99997824
IVEQEG,0.0,0,0.012730868
HUVHOX,0.0,0,0.0011365435
MAKFAI,0.0,0,0.0030951283
WISVEB,1.0,1,0.9991096
KEBDOM,1.0,1,0.99976087
TIFCAM,0.0,0,0.00092276296
XALDAS,0.0,0,0.0021246665
FIYDOH,1.0,1,0.9999914
ULASAD,1.0,1,0.99990606
HOMREH,1.0,1,0.99998045
WUTBAQ,1.0,1,0.999461
DAGJED,1.0,1,0.9999637
mil-125-nh2,1.0,1,0.9999937
ELUBAQ,0.0,0,5.8607575e-06
ZEVWOO,0.0,0,4.2576747e-05
OSAVEK,0.0,0,0.00080437853
LAFFEG,1.0,1,0.9970484
MIFQOJ,1.0,1,0.99998724
AVUJAD,1.0,1,0.9999809
HUXHUF,0.0,0,0.019891612
BUNKUS,1.0,1,0.99996483
HOWSET,1.0,1,0.99991006
LAZNOR,1.0,1,0.9999699
RORJIT,1.0,1,0.99691546
LAZPEJ,1.0,1,0.99995184
BAFBOC,1.0,1,0.9996734
IRMOF-1-39,0.0,0,0.0011182973
IHOTEG,0.0,0,3.7812226e-06
HIFVUO01,1.0,1,0.99725217
YOZROW,0.0,0,0.00014883025
TIFBEP,0.0,0,0.0015584796
RUWXOX,1.0,1,0.9998801
LIQFIC,1.0,1,0.9999764
ARUHUS,1.0,1,0.9621764
ATAYEB,1.0,1,0.99996716
Cu-EBTC,0.0,0,0.0020776666
ZOZJEF,1.0,1,0.999662
MOFF-1,0.0,0,0.00052585395
SOSFOX,0.0,0,0.005749443
HIFGUA,1.0,1,0.9995166
LOQSIU,0.0,0,0.020051148
ROQNES03,0.0,0,8.597139e-05
KAXQOR,0.0,0,0.0063538016
AVUHEF,1.0,1,0.9999882
Zn2_2-6-NDC_2_2-2-dimethyl-BPY,1.0,1,0.99995184
BIRKUK,1.0,1,0.9997302
OTAREH,1.0,1,0.99996805
JOCPIB,0.0,0,0.004392426
VOPJAN,1.0,1,0.9999362
AVIPAX,0.0,0,0.001607695
ESARUN,0.0,0,0.0060152654
SOSFEN,0.0,0,0.004196838
WEHQEG,1.0,1,0.9999819
Zn-slash-Co-BTEC,1.0,1,0.9835972
Cu-HF,0.0,0,0.00081879686
mil-101-so3h,1.0,1,0.9998722
HIFGOU,1.0,1,0.99995506
QITHEG,1.0,0,0.36945117
YEZKIZ,1.0,1,0.9999083
QIWGOU,1.0,1,0.9999866
FOPPIJ01,0.0,0,0.0070035136
QIWGIO,1.0,1,0.9998889
PURNAT,1.0,1,0.9999586
XEJJOM,1.0,1,0.99927235
MOF-802,1.0,1,0.9999902
KINKOJ,1.0,1,0.9999757
DEYMOL,0.0,0,0.0075871046
La-Cu,1.0,1,0.99805725
Zn-DMOF-Br,0.0,0,0.0024922655
IZENUY,1.0,1,0.9985682
CUTKUY,1.0,1,0.9999974
YUKBIR,1.0,1,0.98918796
ESAREX,0.0,0,0.0033244216
APUVIS,1.0,1,0.99986386
OSIMOT,0.0,0,2.5945705e-05
HESVOR,1.0,1,0.999993
MOYNOE,0.0,0,0.0022421805
MOYPIA,0.0,0,0.00090654887
KAMPOG,1.0,1,0.9999403
ZIF-90,1.0,1,0.9999883
ZOZJAB,1.0,1,0.9999241
YEGDAR,0.0,0,0.20936948
DULBUJ,0.0,0,0.0058057792
SADLIU,1.0,1,0.99175566
AVUHOP,1.0,1,0.99999225
KEBDIG,1.0,1,0.99997616
SEFNOH,0.0,0,0.038854674
Zn-DMOF-TF,0.0,0,1.3993401e-05
UiO-66-SO3H,1.0,1,0.9999823
XAPGAZ,1.0,1,0.99996233
COYCEZ,0.0,0,0.00024166476
MAKDOU,0.0,0,0.0035911717
JASMEW,0.0,0,0.00018155869
mil-100-al,1.0,1,0.99997395
UKUBIM,1.0,1,0.9999376
IXIKOR,1.0,1,0.99894434
HISGIB,0.0,0,0.019471295
OWUHEV,1.0,1,0.995639
AFEJUQ,0.0,0,0.00028183722
CUKWUB,1.0,1,0.99948967
ACOFUU,0.0,0,0.00026459672
YOYPIN,1.0,1,0.999848
YOYQAG,1.0,1,0.99996865
SETSIV,1.0,1,0.99904895
PEJMOI,1.0,1,0.99466074
LEPKUN01,0.0,0,0.0010396113
BELYIC,0.0,0,0.0002022486
Ni8_OH_4_H2O_2_L7_6,0.0,0,0.2594472
ELOZUC,0.0,0,1.7270564e-05
Zn-TTC,1.0,1,0.99994856
dut-68-hf,1.0,1,0.9999963
UQEGII,1.0,1,0.9999869
FOJLOH,0.0,0,0.00017258241
PUWCUF,1.0,1,0.9999796
YEMGED,1.0,1,0.99999535
YEGSUZ,1.0,1,0.99997056
IRMOF-3-42,0.0,0,0.00077336445
IZENEI,1.0,1,0.9999757
YOYQOU,1.0,1,0.9997718
SONVAT,1.0,1,0.9666764
WUSGIC,0.0,0,0.00033174004
XACFEN,1.0,1,0.99600625
TEYHIP,1.0,1,0.99985385
OLUGUZ,1.0,1,0.9999527
ZODXIB,1.0,1,0.9988745
IQECIS,1.0,1,0.9992651
QITHAC,1.0,1,0.999662
PEWLAG,0.0,0,0.0098045105
ROQMER03,0.0,0,0.00017437048
OXOLET,0.0,0,0.052279603
FORQIN,1.0,1,0.999993
KOBFIR,0.0,0,0.015575673
EJIQIZ,1.0,1,0.9999956
NIGFIT,1.0,1,0.99997103
WABWEC,1.0,1,0.9996671
OTAROR,1.0,1,0.9999952
AWIBAL,0.0,0,0.002442976
MITTAL,0.0,0,0.0034655181
ZOZJIJ,1.0,1,0.99991983
VIDWIQ,0.0,0,3.6051806e-05
WOLRIZ,0.0,0,0.18812446
MOXDIN,0.0,0,0.00011116425
MUTNAQ,0.0,0,0.0012337833
AVUJEH,1.0,1,0.99999285
WABVUR,1.0,1,0.99987596
DAFYAN,0.0,0,1.6775899e-05
NABNOU,1.0,1,0.9998818
HUYFAJ,1.0,1,0.9999004
DAFYOB,0.0,0,2.1180567e-05
HEBJAB,1.0,1,0.9999543
KAVJAT,1.0,1,0.99998415
EPONAA,0.0,0,0.0002292153
HEBHON,1.0,1,0.99999154
Ni-NIC,1.0,1,0.6738086
YEGCOE,0.0,0,0.021254726
PEWKOT,0.0,0,0.002848315
AQOLID,1.0,1,0.9999486
LAZNEH,1.0,1,0.99983364
KUZYUB,1.0,1,0.9992773
ONUJUE,0.0,0,0.008674362
QOXFAK02,1.0,1,0.99988484
mil-140b,1.0,1,0.99993944
LATCAN,1.0,1,0.99993914
MOOFOUR-1-Ni,1.0,1,0.999988
PURNIB,1.0,1,0.99999464
WEHRIL,1.0,1,0.999998
EVOTIT,0.0,0,0.017920362
mil-53-al,1.0,1,0.999992
KIYHOR,1.0,1,0.9999769
MOFF-2,1.0,1,0.99951255
PAFXUS,1.0,1,0.9999094
NABMUA01,0.0,0,9.61024e-05
MAKFEM,0.0,0,0.008877858
MOF-69C,0.0,0,0.0003264275
HOWROC,0.0,0,0.0003830367
SIFVAG,0.0,0,0.00011608778
VIDWAI,0.0,0,0.000120345976
UiO-66-I,1.0,1,0.999995
ESIGES,0.0,0,0.004117984
SEFPAV,0.0,0,0.0005061563
OTENEH,1.0,1,0.9995245
MITSOY,0.0,0,0.009441066
TIFCIU,0.0,0,0.0007219798
HEBHAZ,1.0,1,0.99998844
DUKYOZ,1.0,1,0.99972373
KINKEZ,1.0,1,0.9999627
MITRUD,0.0,0,8.182383e-05
QIRWAR,1.0,1,0.999839
HEBGUS,1.0,1,0.99997425
AGUBUA,1.0,1,0.99987674
QARCAP,0.0,0,0.013511031
ZODXEX,0.0,0,3.913513e-05
DARCOQ,0.0,0,0.0013572251
HIWKOO,0.0,0,0.00038775516
RUYNUW,1.0,1,0.9999866
UNIPAJ,0.0,0,0.002506082
Zn6_IDC_4_OH_2_HPRZ_2,1.0,1,0.9989754
CIKCEG,1.0,1,0.9998919
MEKDOW,0.0,0,0.0053976956
LAVTOT,0.0,0,0.0033894614
TISJUC,0.0,0,0.0028166955
GAZKUP,0.0,0,8.326429e-05
SUTJOI,1.0,1,0.9998093
SENWEP,0.0,0,0.00022943967
CUTKOS,1.0,1,0.9997816
QUDJUV,0.0,0,0.009709646
CUNFEX,0.0,0,0.030626798
HUVHIR,0.0,0,0.0008919675
VOPVON,1.0,1,0.99983734
OTODOS,0.0,0,0.037679993
CAWZUX,0.0,0,0.25605756
MAWWAK01,0.0,0,0.0018292683
HACREL,0.0,0,0.000610929
XICXEO,0.0,0,0.046381287
KIYHUX,1.0,1,0.99995196
MOYPEW,0.0,0,0.012500876
DONXOV,1.0,1,0.99996483
SEFNUN,0.0,0,0.0023718919
XEJJIG,1.0,1,0.99940616
dut-68-zr,1.0,1,0.999985
CdZrSr,1.0,1,0.99980557
MOF-801-P,1.0,1,0.9999755
RUWWOW,1.0,1,0.99979293
YEGCEU,0.0,0,0.022674205
SAJLOH,1.0,1,0.99999803
TEWFOS,1.0,1,0.99996376
GIKMOD03,0.0,0,0.0020604131
VOFSIU,0.0,0,0.014430402
NU-1000-SALI-9,1.0,1,0.99972564
LAZNIL,1.0,1,0.9994932
UFASAW,0.0,0,0.0004963699
WIKGII,1.0,1,0.99994254
SADLEQ,1.0,1,0.961977
LaBTB,1.0,1,0.99976665
GIYTOY,1.0,1,0.9999015
VOCQAF,0.0,0,0.0058464836
DULCIY,0.0,0,0.0005025684
KUMGUW,0.0,0,0.0017194246
KAVJEX,1.0,1,0.999936
HACDOH,0.0,0,0.00081699423
HOMRAD,1.0,1,0.9999809
CAU-6,0.0,0,0.00055772695
AMEJIM,1.0,1,0.99988115
HUCSEF,1.0,1,0.99900776
WOLREV,0.0,0,0.0014566865
OLEYEL,1.0,1,0.99994886
ASOYOY,1.0,1,0.999364
PETWOC,0.0,0,0.0002918182
OVIDIH,1.0,1,0.99992245
HIQPII,1.0,1,0.9998519
CAYCIQ,0.0,0,0.0001430356
GAYGOE,1.0,1,0.99726665
HUWHOY,0.0,0,0.0685368
WEHRAD,1.0,1,0.9999993
OSAWEL,0.0,0,6.879666e-05
FIJFAG,1.0,1,0.99999416
LURRUM,0.0,0,5.6996374e-05
VOPWAA,1.0,1,0.9999475
QIFLUO,1.0,1,0.9992934
KEQJEX,0.0,0,8.1387385e-05
SAMYAJ,1.0,1,0.9993105
CUKXAI,1.0,1,0.99982196
DUKXEO,1.0,1,0.99998856
mil-101-no2,0.0,0,0.23324889
GUVCOP,0.0,0,6.3483976e-06
SCUTC-19,0.0,0,0.0023018352
WUTBEU,1.0,1,0.99966717
dut-69-zr,1.0,1,0.99997795
CUCFOX,0.0,0,0.0012567594
DUKXAK,1.0,1,0.9995583
YUQMOO,1.0,1,0.9999864
XOFTES,1.0,1,0.9997388
TAQGUQ,0.0,0,0.0036932086
DANVIY,0.0,0,0.0014127094
Zn-DMOF-DM,0.0,0,0.00083542446
WOLYON,1.0,1,0.99848557
DUKXUE,1.0,1,0.99924606
KINKID,1.0,1,0.9999855
EPEXII,0.0,0,0.010786901
ONOCOK,0.0,0,0.023479477
TOVGAO,1.0,1,0.9997373
MOYNIY,0.0,0,0.00039886875
HOHMIB,1.0,1,0.9997983
SENWOZ,0.0,0,0.0017986477
ONULOA,1.0,1,0.9997776
NEYYOG,0.0,0,0.00020868338
QOSXOM,1.0,1,0.9974094
GIYTIS,1.0,1,0.99999785
VOPWEE,1.0,1,0.9998797
SONVIB,1.0,1,0.9671233
SIFSIX-3-Zn,0.0,0,0.0007322714
VEHLEA01,1.0,1,0.9998034
VOQJOC,1.0,1,0.99925077
UGOCAW,1.0,1,0.99865144
UiO-66-F2,0.0,0,0.00020623975
ValZnFor,1.0,1,0.99940443
RUYNEG,1.0,1,0.9999911
SUTJIC,0.0,0,0.041888207
HOWRUI,1.0,1,0.99746126
PETXAP,0.0,0,0.00046215323
GAYFUJ,1.0,1,0.9999571
MAWVEN01,0.0,0,0.0006777481
HEBHUT,1.0,1,0.99999714
ACOGEF,0.0,0,0.00016005423
DAGJAZ,1.0,1,0.999876
UMCM-150,1.0,1,0.9999699
DULCAQ,0.0,0,0.0086158905
FORVOY,0.0,0,6.914774e-06
Zn-MOF-508,1.0,1,0.9998337
WEHQOQ,1.0,1,0.9999975
Zr6O6_ABDC-Cl2_12,0.0,0,0.00011799307
PURNOH,1.0,1,0.9999928
TIZYEI,1.0,1,0.9997307
NAGQOC02,0.0,0,6.2528247e-06
OTENUX,1.0,1,0.999854
WASNUA,1.0,1,0.9999963
LAVTEJ,0.0,0,0.009148811
BADXAI,1.0,1,0.9979056
SALXEL,1.0,1,0.99997914
WASNIO,1.0,1,0.9993824
YUKBUD,0.0,0,0.03957796
COWXAO,0.0,0,0.0048358548
ONUQOE,1.0,1,0.9998498
ILEPEW,1.0,1,0.9984602
MIMJEX,1.0,1,0.9999242
OYIXIE,1.0,1,0.999954
AVUJOR,1.0,1,0.99997246
WITFOW,1.0,1,0.99979705
UiO-66-NH2,1.0,1,0.99998766
mil-140a,1.0,1,0.9999893
HADDOI,1.0,1,0.99991477
Co-DMOF,0.0,0,0.00061254407
GUWDUY,0.0,0,0.0069409516
HOWRIW,1.0,1,0.99901724
KASDOA,1.0,1,0.9992395
MIXYOJ,0.0,0,0.00053087063
COWXOC,0.0,0,0.013653917
dut-51-hf,1.0,1,0.99999356
SOCLIH,1.0,1,0.9933658
EPONOO,0.0,0,0.00010860643
VEQBID,1.0,1,0.9998813
ATAJAI,1.0,1,0.99972814
MIFLIY,1.0,1,0.9999941
NOTT-300,1.0,1,0.9999652
HOQMIL04,0.0,0,0.023913005
UKUBOS,1.0,1,0.9997924
BUCTUQ,1.0,1,0.9987865
ASEBAD,1.0,1,0.99999356
Zr6O6_ABDC_12,0.0,0,0.001968177
NU-1000,1.0,1,0.99520373
BIQHIU,1.0,1,0.999987
IMIDZB10,1.0,1,0.9953959
POZKUL,1.0,1,0.9999863
HOMRIL,1.0,1,0.9999603
UNINUB,0.0,0,0.00033565206
Zn_1-3-BDP,1.0,1,0.9999385
CUNFOH01,0.0,0,0.0021322337
AWEDUC,1.0,1,0.9999422
QIFLIC,1.0,1,0.9985239
IHOTAC,0.0,0,7.6538076e-05
GAYGIY,1.0,1,0.99993825
Zn-MOF-74,0.0,0,0.0008557598
Ni8_OH_4_H2O_2_L8_6,1.0,1,0.99998605
AZAWAB,0.0,0,0.0010129684
LITHUR,0.0,0,0.0031934404
UVARIT,1.0,1,0.99988455
VOPWII,1.0,1,0.99807316
HIQRAC,1.0,1,0.9999969
MARPOL,0.0,0,0.007631061
COWXES,0.0,0,0.021839393
Ni8_OH_4_H2O_2_L10-CH3_2_6,1.0,1,0.9999917
EZIMIK,0.0,0,0.00018038182
PEWLOU,0.0,0,0.00024321918
Zn-DMOF-Cl2,0.0,0,0.00024475725
BIRLAR,1.0,1,0.9998452
YOYQEK,1.0,1,0.9995882
IFESOD,1.0,1,0.99995136
VOFSEQ,0.0,0,0.01019047
PEWKUZ,0.0,0,0.00067947543
Zn-DMOF-TM0_5,0.0,0,0.008815586
Zn3_BPDC_3_2-2-dimethyl-BPY,1.0,1,0.99997014
VOPCEK,1.0,1,0.99989253
HEBJIJ,1.0,1,0.9985486
POZKOF,1.0,1,0.99974614
mil-96,1.0,1,0.9999659
COWWUH,0.0,0,0.0023070537
RUVMEB,1.0,1,0.9966439
LOQLIN,0.0,0,0.0004604384
CUNFOH,0.0,0,0.021157706
YAHPON,1.0,1,0.99993056
KEWZAP,1.0,1,0.9999913
WABVOL,1.0,1,0.99976283
OVICUS,1.0,1,0.9988646
ALAMUW,0.0,0,0.00030012318
SOYWUZ,1.0,1,0.99979925
MITSIS,0.0,0,0.002308612
Zn3_BTP_2,1.0,1,0.9996661
RUYVEO,1.0,1,0.99944705
HEBJEF,1.0,1,0.9999684
UiO-67,1.0,1,0.9992244
HUXHUF01,0.0,0,0.027755897
HUFKOK,1.0,1,0.99531114
AXOHEA,0.0,0,0.007919365
AVUHIJ,1.0,1,0.9999893
SANGUM,1.0,1,0.9997509
LUVXAB,1.0,1,0.9999866
ESARAT,0.0,0,0.0011582974
KUMGOQ,0.0,0,0.004795006
AVUKIM,1.0,1,0.999974
UGOFUT,1.0,1,0.99982834
WAJHUM,0.0,0,0.0005910922
EGIKUB01,1.0,1,0.9998296
JUMZUO01,1.0,1,0.99975914
MOYPAS,0.0,0,0.0008610066
KIYJAF,1.0,1,0.999985
VOCNOQ,0.0,1,0.6738086
SNU-80,1.0,1,0.9980618
Pb2_p-PDA_PTPTP_2,1.0,1,0.9999333
SENWIT,0.0,0,0.0011533679
DUKYIT,1.0,1,0.9999875
YUKMUO,1.0,1,0.9845068
HAJQUH,1.0,1,0.9998042
Zn-DMOF-OH,0.0,0,0.0005080528
XEJJEC,1.0,1,0.99955374
HIQKID,0.0,0,7.674288e-05
ELUBEU,0.0,0,6.4002825e-06
MAKGAJ,0.0,0,0.003545522
PCN-56,1.0,1,0.99989295
UiO-66,1.0,1,0.9999726
RARYIT,0.0,0,0.00947153
ESAROH,0.0,0,0.015318315
RUVMAX,1.0,1,0.99986035
FEFVES,0.0,0,0.030398333
NIZNOB,1.0,1,0.9997321
Bio-MOF-13,1.0,1,0.98296607
GIYSUD,1.0,1,0.99998295
DUKYAL,1.0,1,0.9999642
DEJCEB,1.0,1,0.9995928
UNABIV,0.0,0,0.0014405039
COWXIW,0.0,0,0.013359438
Zn-MOF-508-TM,0.0,0,0.004105434
UiO-66-Br2,1.0,1,0.9999939
AVUHUV,1.0,1,0.9999642
UKIBIB,0.0,0,0.00017784507
WUSGOI,1.0,1,0.99697936
XICYAL,0.0,0,0.02308109
QARBUI,0.0,0,0.00048218662
GEFYUN,1.0,1,0.9999832
XICXIS,0.0,0,0.0023788114
UiO-66-CO2H,1.0,1,0.9999545
ELEROE,1.0,1,0.9999664
FEYDET,1.0,1,0.99997824
XUNJEW,1.0,1,0.99838537
QOSYIH,1.0,1,0.999919
QOSYED,1.0,1,0.9999744
GIZNOT,1.0,1,0.9999099
YOYNUX,1.0,1,0.99991286
PCN-222_Fe,1.0,1,0.9995826
HOWRES,1.0,1,0.99779946
TIKXAN,1.0,1,0.99999785
TILBOH,1.0,1,0.9990111
KUMGIK,0.0,0,0.0019790954
SANGIA,1.0,1,0.99998844
UiO-66-OMe_2,1.0,1,0.9994567
HACDUN,0.0,0,0.0008195671
UGOCEA,1.0,1,0.9892784
SANGEW,1.0,1,0.99998
SIFVOU,1.0,1,0.99041194
JIZWAS,1.0,1,0.9997496
OHUMEL,1.0,1,0.99993247
JOFZOV,1.0,1,0.9966304
VOPWOO,1.0,1,0.9998555
ValZnCl,1.0,1,0.99996185
Mg-MOF-74,0.0,0,0.0002240762
UNIPEN,0.0,0,0.28519192
PAMHIW,0.0,0,0.0060808486
LOQSEQ,0.0,0,0.011837634
Ni-MOF-74,0.0,0,0.0010634873
YEGCUK,0.0,0,0.012870094
DUKXIS,1.0,1,0.9999263
Zn-DMOF-DM0_5,0.0,0,0.0002079035
XOFTIW,1.0,1,0.9998684
mil-53-cr,1.0,1,0.99987006
COMDOY,0.0,0,0.000101817895
COYCAV,0.0,0,0.0004054469
MOF-841,1.0,1,0.99992585
FIVZIU,0.0,0,0.0014264145
SAXLOU,0.0,0,0.0022159715
UKUBUY,1.0,1,0.99948794
POHWIU,0.0,0,0.0038110411
TEBWII,1.0,1,0.99988294
ERIGUH,1.0,1,0.9999268
UBIPAY,1.0,1,0.9999969
ASECUY,1.0,1,0.99999535
CUNFIB,0.0,0,0.007490193
YOYNOR,1.0,1,0.99997634
PIGXAF,0.0,0,0.0009759797
VEMHIF,1.0,1,0.9988306
BOPWIO,0.0,0,0.0017701603
RUWWOW01,1.0,1,0.99979514
KEWZET,1.0,1,0.99996746
KINJUO,1.0,1,0.9999651
PUWDEQ,1.0,1,0.99994785
IYATEI,0.0,0,0.00018924614
XAPGED,1.0,1,0.9999836
JALLEQ,0.0,0,5.381697e-05
EPOMUT,0.0,0,5.6564364e-05
KOMFUO,1.0,1,0.9999868
OVIDAZ,1.0,1,0.99993706
mil-125-ti,0.0,0,0.00015862386
BELYUO,0.0,0,8.024271e-06
VOPVUT,1.0,1,0.9942492
YOYZUJ,0.0,0,0.00011884401
AVIPEB,0.0,0,1.4482416e-05
IZENOS,1.0,1,0.9993608
ROGRAH,0.0,0,7.1186856e-05
UMCM-1,0.0,0,0.00015652426
UKUCAF,1.0,1,0.99934524
VASGII,1.0,1,0.98113644
VOPVIH,1.0,1,0.9980685
HIFHIP,1.0,1,0.9999987
ZASJAG,1.0,1,0.9999807
JUC-110,1.0,1,0.99876904
GIYTAK,1.0,1,0.99999774
PURNEX,1.0,1,0.9999945
MUNLUE,0.0,0,0.0004022731
CAU-10-NH2,1.0,1,0.9999653
SCUTC-18,1.0,1,0.99996555
DEJCIF,1.0,1,0.99865276
CUSDIE,1.0,1,0.9995141
SANHUN,1.0,1,0.99999344
OLUHAG,1.0,1,0.9999443
SONTUL,1.0,1,0.96858877
QIFLOI,1.0,1,0.99938405
HIFHAH,1.0,1,0.9998076
PCMOF-5,1.0,1,0.9998598
Ni_L13_2,1.0,1,0.9999653
LAZNUX,1.0,1,0.99998665
HEBJOP,1.0,1,0.99976045
FORQAF,1.0,1,0.99998116
Cu2_TCMBT_BPP_mu3-OH,1.0,1,0.9994265
TAVQAJ,0.0,0,0.00018885273
KINJOI,1.0,1,0.9999957
XANZAQ,1.0,1,0.99995214
MAYKOO,0.0,0,0.01773074
MITSEO,0.0,0,0.0006677642
MAKFOW,0.0,0,0.006396649
COYBUO,0.0,0,0.0005104398
ZZZSDW03,0.0,0,8.729006e-06
YEGTEK,0.0,0,0.0015892558
SANJAV,1.0,1,0.99997485
dut-51-zr,1.0,1,0.9999831
AZAVOO,0.0,0,0.009078636
GUVCIJ,0.0,0,3.239442e-05
