CifId,GroundTruth,Predicted,Prob
RUWXEN,2.0,2,"[2.16957378142979e-05, 0.0008525706361979246, 0.9984177947044373, 0.0007080782670527697]"
Zn-DMOF-TM,2.0,2,"[0.060622818768024445, 0.3038686513900757, 0.6310831904411316, 0.004425304010510445]"
MAKFIQ,1.0,1,"[0.0006057990249246359, 0.9988812208175659, 0.0003680499503389001, 0.00014501289115287364]"
UXOHOG,0.0,0,"[0.9997875094413757, 0.00017684230988379568, 2.1372499759308994e-05, 1.4297129382612184e-05]"
HACRAH,0.0,0,"[0.9997305274009705, 0.00023846942349337041, 1.1075329894083552e-05, 1.9872251868946478e-05]"
MONT1,3.0,3,"[1.7574235243955627e-05, 0.0012038295390084386, 0.00190934247802943, 0.9968693256378174]"
ARAHIM02,3.0,3,"[3.88468433811795e-05, 0.00046202167868614197, 0.0012246285332366824, 0.998274564743042]"
DAFJOM,2.0,2,"[1.5791076293680817e-05, 0.00028149926220066845, 0.9996192455291748, 8.338658517459407e-05]"
YEGTAG,1.0,1,"[1.6138086721184663e-05, 0.999864935874939, 0.0001182072883239016, 7.120973464225244e-07]"
BUCVAY,2.0,2,"[5.317773229762679e-06, 0.00018126802751794457, 0.9997698664665222, 4.352785617811605e-05]"
FUJCOC01,0.0,0,"[0.9999381303787231, 5.2936306019546464e-05, 7.639343493792694e-06, 1.3134849723428488e-06]"
OTENOR,2.0,2,"[6.14148211752763e-06, 0.000384895276511088, 0.9995898008346558, 1.920342219818849e-05]"
BICPOT,0.0,0,"[0.9997482895851135, 0.000246656418312341, 4.284061560611008e-06, 7.933851406960457e-07]"
ZULNAX,3.0,3,"[0.012475562281906605, 0.004975941497832537, 0.1265682578086853, 0.8559802174568176]"
LULWUL,0.0,0,"[0.9999653100967407, 3.4443612094037235e-05, 1.5218982696296735e-07, 1.5865312263940723e-07]"
CUNGAU,1.0,1,"[2.1711002773372456e-06, 0.9967672824859619, 0.0032271388918161392, 3.4345389394729864e-06]"
FIVYOZ,1.0,1,"[1.3192579899623524e-05, 0.9997127056121826, 0.0002217930305050686, 5.2273189794505015e-05]"
KOMFOI,2.0,2,"[6.925462230356061e-07, 7.740078581264243e-05, 0.9999175071716309, 4.375061507744249e-06]"
MOF-805,1.0,1,"[4.1081853851210326e-05, 0.9863064885139465, 0.013602806255221367, 4.9666065024212e-05]"
AVUJIL,2.0,2,"[8.723105565877631e-06, 0.00025421130703762174, 0.9996987581253052, 3.8307945942506194e-05]"
AZAVII,1.0,1,"[2.897775084420573e-05, 0.9987961053848267, 0.0011680808383971453, 6.837597993580857e-06]"
KOMGOJ,2.0,2,"[5.976057195766771e-07, 4.223940777592361e-05, 0.9999511241912842, 5.994897037453484e-06]"
IDIWUN,2.0,2,"[8.685217471793294e-05, 0.0008721888880245388, 0.9985243678092957, 0.0005165613838471472]"
EPEXOO,1.0,1,"[2.0539897377602756e-05, 0.9994399547576904, 0.0005172773962840438, 2.2308013285510242e-05]"
CEHLAD,2.0,2,"[2.1667059627361596e-05, 0.0003260538214817643, 0.9993762373924255, 0.00027599770692177117]"
COWWOB,1.0,1,"[3.625571480370127e-05, 0.9957564473152161, 0.004142677411437035, 6.45890468149446e-05]"
YUQNAB,2.0,2,"[5.225342647463549e-06, 2.384895196883008e-05, 0.9979901313781738, 0.001980781788006425]"
"UiO-2,6-NDC",2.0,2,"[1.4867066511214944e-06, 7.09728556103073e-05, 0.9998871684074402, 4.0499009628547356e-05]"
Al_OH_1-4-NDC,2.0,2,"[1.5841198546695523e-05, 0.0002644915075507015, 0.9942901730537415, 0.005429462064057589]"
CAU-10-OH,2.0,2,"[3.0587300443585264e-06, 4.056843317812309e-05, 0.9994362592697144, 0.0005201279418542981]"
AWIBEP,1.0,1,"[0.00020862248493358493, 0.9970459342002869, 0.0027081435546278954, 3.72999747924041e-05]"
RUYNIK,2.0,2,"[1.3127943930157926e-05, 0.00022291479399427772, 0.999755322933197, 8.649314622743987e-06]"
TAFTOM,1.0,1,"[8.467429142910987e-05, 0.9982461333274841, 0.001667587086558342, 1.673016527092841e-06]"
UQOWUU,2.0,2,"[4.957612418365898e-06, 0.00018619296315591782, 0.9997994899749756, 9.217680599249434e-06]"
MIBMER,1.0,1,"[6.217827467480674e-05, 0.9995242357254028, 0.00017972708155866712, 0.00023386860266327858]"
ODOXAG,1.0,1,"[0.0009925566846504807, 0.9912735223770142, 0.007681848015636206, 5.198232247494161e-05]"
AlaZnCl,2.0,2,"[2.486021003278438e-06, 5.115264866617508e-05, 0.9998885989189148, 5.7834557082969695e-05]"
CUTKIM,2.0,2,"[5.53195889096969e-07, 2.6107487428816967e-05, 0.9999611377716064, 1.2163661267550196e-05]"
UNABOB,1.0,1,"[3.560814730008133e-05, 0.9989737868309021, 0.0009842405561357737, 6.254584150156006e-06]"
BIQHEQ,2.0,2,"[7.929759249236668e-07, 6.92843459546566e-05, 0.999904990196228, 2.4830698748701252e-05]"
VOCKUT,1.0,1,"[0.009683864191174507, 0.7429988980293274, 0.23623593151569366, 0.01108136959373951]"
DOFQUL,1.0,1,"[0.0003887498751282692, 0.9989205598831177, 0.0006891144439578056, 1.5500359040743206e-06]"
KOMGAV,2.0,2,"[2.5722210921230726e-06, 9.339335520053282e-05, 0.9998783469200134, 2.5709176043164916e-05]"
MUTMIX,1.0,1,"[2.0243143808329478e-05, 0.9992554187774658, 0.0007100877119228244, 1.4319535694085062e-05]"
WUPTUY,3.0,3,"[0.00027896842220798135, 0.034116148948669434, 0.041163887828588486, 0.9244410395622253]"
EPEYAB,1.0,1,"[7.864269718993455e-05, 0.9969524145126343, 0.0028861407190561295, 8.282181806862354e-05]"
YOYPOT,2.0,2,"[5.162852903595194e-05, 0.0005704286741092801, 0.9991713762283325, 0.00020666404452640563]"
EDOVIE,1.0,1,"[0.00208610063418746, 0.9978352785110474, 7.082774391165003e-05, 7.84212625148939e-06]"
Zn-DMOF-A,2.0,2,"[0.004093605559319258, 0.03907584026455879, 0.9550555348396301, 0.0017750010592862964]"
TAQYER,1.0,1,"[1.585880818311125e-05, 0.9907508492469788, 0.00922820158302784, 5.112955477670766e-06]"
OTEPEJ,2.0,2,"[1.1450854799477383e-05, 0.0007110724109224975, 0.9992473721504211, 3.005566577485297e-05]"
BUQWER,1.0,1,"[0.0003446429909672588, 0.9405295252799988, 0.057020653039216995, 0.0021051757503300905]"
VOFSOA,1.0,1,"[0.0003188174741808325, 0.9956859350204468, 0.0028038753662258387, 0.0011913928901776671]"
HIFGIO,2.0,2,"[2.55547583947191e-05, 0.0003346462326589972, 0.9994252920150757, 0.00021454440138768405]"
ZOZHUT,2.0,2,"[5.929390226810938e-06, 0.00020142956054769456, 0.9997671842575073, 2.5404517145943828e-05]"
WAZPOE,2.0,2,"[4.691609865403734e-05, 0.0006318581872619689, 0.9992929100990295, 2.8285165171837434e-05]"
HISGAT,1.0,1,"[1.8327160432818346e-05, 0.9988129138946533, 0.0011612200178205967, 7.5531152106123045e-06]"
SANHIB,2.0,2,"[4.411385816638358e-06, 0.0002022059925366193, 0.9996496438980103, 0.00014372462464962155]"
UGOFED,2.0,2,"[5.7451177326584e-07, 4.2162620957242325e-05, 0.999915599822998, 4.1602754208724946e-05]"
EPONII,1.0,1,"[2.317683765795664e-06, 0.9999659061431885, 3.150287375319749e-05, 2.7105579647468403e-07]"
UNINIP,1.0,1,"[2.327785068700905e-06, 0.9998088479042053, 0.00018733304750639945, 1.4998896631368552e-06]"
ONUQUK,2.0,2,"[5.685324595106067e-06, 0.001991044031456113, 0.9979065656661987, 9.667802805779502e-05]"
LORRUH,2.0,2,"[1.0019705769082066e-05, 0.0004056435718666762, 0.993765115737915, 0.0058191437274217606]"
CEHKUW,2.0,2,"[1.5972447727108374e-05, 0.0013683305587619543, 0.9984941482543945, 0.00012156292359577492]"
UZIGOB,3.0,3,"[0.0009177394676953554, 0.016177117824554443, 0.04959656298160553, 0.9333086609840393]"
dut-67-zr,2.0,2,"[3.9160107689895085e-07, 5.463861089083366e-05, 0.999908983707428, 3.604348603403196e-05]"
QOSYAZ,2.0,2,"[6.896285049151629e-05, 0.000770699989516288, 0.9987748861312866, 0.00038555858191102743]"
MIYGUX,1.0,1,"[9.60037432378158e-05, 0.993012011051178, 0.006872865837067366, 1.922392584674526e-05]"
TEWFUY,2.0,2,"[7.304895461857086e-07, 3.161239146720618e-05, 0.999942421913147, 2.521398346289061e-05]"
EDIKEH,2.0,2,"[8.423047802352812e-06, 0.00013729609781876206, 0.9997739195823669, 8.033493213588372e-05]"
VOPCIO,2.0,2,"[5.383649750001496e-06, 3.1188279535854235e-05, 0.9998598098754883, 0.0001035980021697469]"
ESARIB,1.0,1,"[7.416783046210185e-05, 0.9976282119750977, 0.0022883787751197815, 9.210300049744546e-06]"
MEKDEM,1.0,1,"[6.804984150221571e-05, 0.9953582882881165, 0.004544099327176809, 2.9518163501052186e-05]"
Bio-MOF-11,0.0,0,"[0.9983296990394592, 0.0014033829793334007, 0.00017442204989492893, 9.240613871952519e-05]"
YATDUV,0.0,0,"[0.9999312162399292, 6.378410762408748e-05, 3.932370873371838e-06, 1.060896465787664e-06]"
EQUMUA,2.0,2,"[6.798802019147843e-07, 1.5244097994582262e-05, 0.9999518394470215, 3.2204487069975585e-05]"
CIYZUG,2.0,2,"[7.614921923959628e-05, 0.011564662680029869, 0.9863066673278809, 0.002052454510703683]"
BEDHOJ,2.0,2,"[1.1017105862265453e-05, 0.0008085871813818812, 0.9986392259597778, 0.0005411594174802303]"
RUWXAJ,2.0,2,"[0.00018068689678329974, 0.004817673936486244, 0.9932589530944824, 0.0017427655402570963]"
WUPVAG,2.0,2,"[3.1255913199856877e-06, 7.634023495484143e-05, 0.9998473525047302, 7.326167542487383e-05]"
HOMQUW,2.0,2,"[9.505226898909314e-07, 2.596147169242613e-05, 0.9999675750732422, 5.547742603084771e-06]"
HKUST-1,1.0,3,"[0.0033518667332828045, 0.16302184760570526, 0.08352977782487869, 0.7500964999198914]"
QAQHOG,1.0,1,"[0.000610937422607094, 0.9991045594215393, 0.0002539123233873397, 3.062999530811794e-05]"
YOYPUZ,2.0,2,"[4.241479837219231e-05, 0.0003736992075573653, 0.9993013143539429, 0.0002825382398441434]"
XAPFUS,2.0,2,"[3.1488307286053896e-05, 0.0015240603825077415, 0.9951350688934326, 0.0033093616366386414]"
mil-101-cr-a,3.0,3,"[0.00018587219528853893, 0.003166655544191599, 0.2668708562850952, 0.7297766208648682]"
AVUKEI,2.0,2,"[1.951042577275075e-05, 0.0005242411280050874, 0.9994000792503357, 5.614141628029756e-05]"
PEHQID,2.0,2,"[2.3712254915153608e-06, 8.848126162774861e-05, 0.9998853802680969, 2.3761798729537986e-05]"
OTARIL,2.0,2,"[3.129342076135799e-05, 0.00016629949095658958, 0.9994747042655945, 0.00032770633697509766]"
FORPUY,2.0,2,"[8.561926733818837e-06, 0.0005893891793675721, 0.9993861317634583, 1.5895679098321125e-05]"
XUMFIW,1.0,1,"[5.6464981753379107e-05, 0.9987536072731018, 0.0011045426363125443, 8.552937651984394e-05]"
FOTNIN,2.0,2,"[2.7536214474821463e-05, 0.00022405781783163548, 0.9984815716743469, 0.0012668892741203308]"
LAZPAF,2.0,2,"[1.623314165044576e-05, 0.0006916667916812003, 0.9992757439613342, 1.634271211514715e-05]"
Cu-DMOF,1.0,1,"[0.0002790679282043129, 0.9969781041145325, 0.0019975914619863033, 0.0007452407735399902]"
OWUHIZ,0.0,0,"[0.9363007545471191, 0.06255609542131424, 0.0008767798426561058, 0.00026632784283719957]"
LIQFEY,2.0,2,"[3.135704901069403e-05, 0.00034589291317388415, 0.999563455581665, 5.936539309914224e-05]"
LAVTAF,1.0,1,"[0.004580344073474407, 0.9948998093605042, 0.00042582230526022613, 9.409775520907715e-05]"
ZEVWII,1.0,1,"[1.3499618489731802e-06, 0.9999573230743408, 4.102938328287564e-05, 2.1623749546506588e-07]"
SANHAT,2.0,2,"[4.033844561490696e-06, 0.0014761179918423295, 0.9984901547431946, 2.969128945551347e-05]"
OHOLIH,1.0,1,"[0.0009545806678943336, 0.9877218008041382, 0.011158705689013004, 0.0001648912875680253]"
LAGCUU,1.0,1,"[2.5838193323579617e-05, 0.9994408488273621, 0.0005316067254170775, 1.6445109167761984e-06]"
NIZNAN,2.0,2,"[7.564595580333844e-05, 0.006347400136291981, 0.9870142340660095, 0.006562701892107725]"
MERLAZ,3.0,3,"[6.44381289021112e-05, 0.0014278428861871362, 0.024970030412077904, 0.9735376834869385]"
UiO-BPY,0.0,0,"[0.9995311498641968, 0.00029501854442059994, 0.0001348543883068487, 3.89543165510986e-05]"
KOMGEZ,2.0,2,"[5.547459522858844e-07, 0.00020466934074647725, 0.999792218208313, 2.414060872979462e-06]"
ZODXAT,2.0,2,"[3.6916604585712776e-05, 0.0012444078456610441, 0.9942498207092285, 0.004468940198421478]"
GIYTEO,2.0,2,"[1.0174160252063302e-06, 2.1415651644929312e-05, 0.9999663829803467, 1.1105578778369818e-05]"
AWIBIT,1.0,1,"[5.80730993533507e-05, 0.9989627599716187, 0.0009711303282529116, 7.951065526867751e-06]"
RUYPAE,2.0,2,"[1.2098406614313717e-06, 0.00012267254351172596, 0.999870240688324, 5.957707799097989e-06]"
Cu-MBTC,1.0,1,"[8.291622179967817e-06, 0.9998713731765747, 0.00010279296839144081, 1.7576867321622558e-05]"
Ni-HF,2.0,2,"[3.6295721201895503e-06, 0.00022600968077313155, 0.9996170401573181, 0.00015338354569394141]"
HIQKOJ,1.0,1,"[0.00033148922375403345, 0.9991791844367981, 0.00048401611275039613, 5.220535967964679e-06]"
FIVZAM,1.0,1,"[0.0003143734356854111, 0.991042971611023, 0.008594668470323086, 4.801375325769186e-05]"
Eu-Cu,2.0,2,"[2.0277671865187585e-05, 0.001422239001840353, 0.998532235622406, 2.5361865482409485e-05]"
XALBUI,1.0,1,"[0.0007616069633513689, 0.9546363949775696, 0.023368991911411285, 0.021233007311820984]"
PUQHAL,2.0,2,"[0.00016074947779998183, 0.0026990703772753477, 0.9969819188117981, 0.00015821866691112518]"
PORLAL,3.0,3,"[1.991666795220226e-05, 4.6596476749982685e-05, 0.0031138735357671976, 0.9968196153640747]"
ESIFIX,1.0,1,"[0.0002672172849997878, 0.9992268085479736, 0.0004922063671983778, 1.3819534615322482e-05]"
RUVMIF,2.0,2,"[5.401853400144319e-07, 2.212713116023224e-05, 0.9999679923057556, 9.299425983044785e-06]"
SEFNEX,1.0,1,"[5.3222000133246183e-05, 0.9997385740280151, 0.00020641055016312748, 1.8463142623659223e-06]"
FIVZEQ,1.0,1,"[0.0004033392760902643, 0.9993850588798523, 0.00020975605002604425, 1.9598548988142284e-06]"
FOXPUE,2.0,2,"[8.802692263998324e-07, 0.00010513453162275255, 0.9997358918190002, 0.000158169015776366]"
JALLOA,1.0,1,"[7.841371370886918e-06, 0.9999483227729797, 4.381368125905283e-05, 1.3748706351179862e-07]"
JALLIU,1.0,1,"[2.5040824766620062e-05, 0.9999085664749146, 6.589487020391971e-05, 4.5830859107809374e-07]"
TOVGES,3.0,3,"[9.832061914494261e-05, 0.0013552299933508039, 0.0026975921355187893, 0.9958487749099731]"
RO-MOFa,2.0,2,"[2.2321377400658093e-05, 0.0009698595385998487, 0.9988877773284912, 0.00012000398419331759]"
Co-NIC,2.0,1,"[0.009686191566288471, 0.7429712414741516, 0.23626837134361267, 0.01107422262430191]"
SANHOH,2.0,2,"[4.734603862743825e-06, 6.787872553104535e-05, 0.999851405620575, 7.601259130751714e-05]"
IVEQEG,1.0,1,"[0.0017081823898479342, 0.9923893213272095, 0.003378738649189472, 0.002523744013160467]"
HUVHOX,1.0,1,"[0.008276829496026039, 0.9903216361999512, 0.0012577833840623498, 0.0001436257007298991]"
MAKFAI,1.0,1,"[5.25268042110838e-05, 0.9992100596427917, 0.0005894681671634316, 0.0001479397324146703]"
WISVEB,2.0,2,"[0.00020551997295115143, 0.0009212545119225979, 0.9986111521720886, 0.0002621377934701741]"
KEBDOM,2.0,2,"[6.516860594274476e-05, 0.001274757320061326, 0.9964075088500977, 0.0022525505628436804]"
TIFCAM,0.0,0,"[0.9989014863967896, 0.0009905745973810554, 8.982793224276975e-05, 1.8169856048189104e-05]"
XALDAS,0.0,0,"[0.985248863697052, 0.013740450143814087, 0.0009100523311644793, 0.00010065280366688967]"
FIYDOH,2.0,2,"[7.583490173601604e-07, 4.1023362427949905e-05, 0.9999538660049438, 4.423910922923824e-06]"
ULASAD,2.0,2,"[5.111985046823975e-06, 0.00013547608978115022, 0.9998106956481934, 4.883958172285929e-05]"
HOMREH,2.0,2,"[1.6739021475586924e-06, 6.296883657341823e-05, 0.9999307990074158, 4.5596766540256795e-06]"
WUTBAQ,3.0,3,"[8.951698691817e-05, 0.00047124389675445855, 0.0009151162230409682, 0.9985241293907166]"
DAGJED,2.0,2,"[7.327030289161485e-06, 6.40692378510721e-05, 0.999846875667572, 8.185832848539576e-05]"
mil-125-nh2,2.0,2,"[2.298452727700351e-06, 3.078960799030028e-05, 0.9998158812522888, 0.0001511347945779562]"
ELUBAQ,0.0,0,"[0.9999394416809082, 5.997908010613173e-05, 4.7073493192328897e-07, 7.371374266540442e-08]"
ZEVWOO,1.0,1,"[1.4751608432561625e-06, 0.9999626874923706, 3.557735908543691e-05, 2.152225988538703e-07]"
OSAVEK,0.0,0,"[0.9900700449943542, 0.009691421873867512, 0.00019330305804032832, 4.5193140977062285e-05]"
LAFFEG,3.0,3,"[0.00027853084611706436, 0.0018975414568558335, 0.002568645868450403, 0.9952552318572998]"
MIFQOJ,2.0,2,"[3.34881497110473e-06, 6.511847459478304e-05, 0.9998670220375061, 6.456527626141906e-05]"
AVUJAD,2.0,2,"[1.2608156794158276e-06, 5.9514928580028936e-05, 0.9997072219848633, 0.00023196563415694982]"
HUXHUF,1.0,1,"[0.0001131830649683252, 0.9890344142913818, 0.010776808485388756, 7.55452347220853e-05]"
BUNKUS,3.0,3,"[1.8867856852011755e-05, 0.000435448600910604, 0.010647786781191826, 0.9888978600502014]"
HOWSET,2.0,2,"[2.3065849745762534e-05, 0.000676599913276732, 0.9978784322738647, 0.0014219351578503847]"
LAZNOR,2.0,2,"[6.821654096711427e-06, 7.801454921718687e-05, 0.9998948574066162, 2.0271869288990274e-05]"
RORJIT,3.0,3,"[9.013171074911952e-05, 0.004447002429515123, 0.003318528411909938, 0.9921442866325378]"
LAZPEJ,2.0,2,"[5.0418489081494045e-06, 8.633553807158023e-05, 0.9998982548713684, 1.0417345947644208e-05]"
BAFBOC,2.0,2,"[1.7271981050726026e-05, 0.002244784263893962, 0.9958164095878601, 0.0019215823849663138]"
IRMOF-1-39,1.0,1,"[7.73901556385681e-05, 0.9988435506820679, 0.0010746127227321267, 4.409669600136112e-06]"
IHOTEG,0.0,0,"[0.9998465180397034, 0.00015304441330954432, 3.489102482490125e-07, 9.637290787622987e-08]"
HIFVUO01,3.0,3,"[0.000882824242580682, 0.005629389546811581, 0.01589367166161537, 0.9775940775871277]"
YOZROW,0.0,0,"[0.9996577501296997, 0.0003280152741353959, 6.263967861741548e-06, 7.89788373367628e-06]"
TIFBEP,0.0,0,"[0.9996494054794312, 0.00027549569495022297, 4.423495556693524e-05, 3.0841478292131796e-05]"
RUWXOX,2.0,2,"[2.964389932458289e-05, 0.0005410817102529109, 0.9990694522857666, 0.000359828001819551]"
LIQFIC,2.0,2,"[1.8836816479961271e-06, 0.00011276180885033682, 0.9998666048049927, 1.8753100448520854e-05]"
ARUHUS,3.0,3,"[0.001193768228404224, 0.0697215273976326, 0.020283367484807968, 0.9088013172149658]"
ATAYEB,2.0,2,"[9.461152330914047e-06, 0.00010740327707026154, 0.9993963837623596, 0.00048686048830859363]"
Cu-EBTC,1.0,1,"[5.593051355390344e-06, 0.9995962977409363, 0.0003681973903439939, 2.9959997846162878e-05]"
ZOZJEF,2.0,2,"[1.0074955753225368e-05, 0.0009286761633120477, 0.9990361928939819, 2.4986125936266035e-05]"
MOFF-1,1.0,1,"[5.8302783145336434e-05, 0.9996695518493652, 0.0002652078401297331, 6.855397259641904e-06]"
SOSFOX,1.0,1,"[5.3111820307094604e-05, 0.9956780076026917, 0.004258233122527599, 1.0651498087099753e-05]"
HIFGUA,2.0,2,"[2.446509461151436e-05, 0.00143097760155797, 0.9984796643257141, 6.484493496827781e-05]"
LOQSIU,1.0,1,"[0.00042678360478021204, 0.9948461651802063, 0.00415442418307066, 0.000572629040107131]"
ROQNES03,1.0,1,"[1.5768848243169487e-05, 0.9998915195465088, 9.250559378415346e-05, 2.528320806050033e-07]"
KAXQOR,1.0,1,"[0.0009270634618587792, 0.9931548833847046, 0.005752083845436573, 0.00016602581308688968]"
AVUHEF,2.0,2,"[8.795509529591072e-07, 2.897808371926658e-05, 0.9999278783798218, 4.233534855302423e-05]"
Zn2_2-6-NDC_2_2-2-dimethyl-BPY,2.0,2,"[4.902373802906368e-06, 0.00021259361528791487, 0.9996649622917175, 0.00011756634921766818]"
BIRKUK,2.0,2,"[1.5123838238650933e-05, 0.00039524518069811165, 0.999565064907074, 2.4593895432190038e-05]"
OTAREH,2.0,2,"[1.075146246876102e-05, 0.00011131404608022422, 0.9994252920150757, 0.00045267355744726956]"
JOCPIB,1.0,1,"[1.0402245607110672e-05, 0.9969289302825928, 0.003054963890463114, 5.649382273986703e-06]"
VOPJAN,2.0,2,"[2.791203542074072e-06, 0.00019756087567657232, 0.9997060298919678, 9.374297951580957e-05]"
AVIPAX,0.0,0,"[0.9989780783653259, 0.0008657258003950119, 0.00014785397797822952, 8.296288797282614e-06]"
ESARUN,1.0,1,"[0.006809792015701532, 0.9833670854568481, 0.009633129462599754, 0.00019003375200554729]"
SOSFEN,1.0,1,"[3.719468804774806e-05, 0.9965730905532837, 0.0033826930448412895, 7.024643764452776e-06]"
WEHQEG,2.0,2,"[7.076737915667763e-07, 6.16731631453149e-05, 0.9999168515205383, 2.0762303392984904e-05]"
Zn-slash-Co-BTEC,2.0,2,"[0.0012702519306913018, 0.024297144263982773, 0.9732586741447449, 0.0011739778565242887]"
Cu-HF,1.0,1,"[6.231341103557497e-06, 0.9995543360710144, 0.00043062178883701563, 8.839223482937086e-06]"
mil-101-so3h,3.0,2,"[9.592805145075545e-05, 0.0034665244165807962, 0.8052136898040771, 0.1912238448858261]"
HIFGOU,2.0,2,"[1.682466063357424e-06, 0.00026325188810005784, 0.999671459197998, 6.358817336149514e-05]"
QITHEG,2.0,1,"[0.004782871343195438, 0.6147003173828125, 0.3790861964225769, 0.0014306793455034494]"
YEZKIZ,3.0,3,"[5.996278196107596e-05, 0.002188334008678794, 0.4887692928314209, 0.5089823603630066]"
QIWGOU,2.0,2,"[5.599423730018316e-06, 5.509299080586061e-05, 0.9997790455818176, 0.00016022924683056772]"
FOPPIJ01,1.0,1,"[0.0004394388815853745, 0.9969689249992371, 0.002255193190649152, 0.0003364231379237026]"
QIWGIO,2.0,2,"[1.8236098185298033e-05, 0.0001857894385466352, 0.9996553063392639, 0.00014076555089559406]"
PURNAT,2.0,2,"[4.2059468796651345e-06, 7.208308670669794e-05, 0.9999127984046936, 1.1042193364119157e-05]"
XEJJOM,2.0,2,"[2.2740256099496037e-05, 0.004950913600623608, 0.9938003420829773, 0.0012260612566024065]"
MOF-802,2.0,2,"[2.1483326690940885e-06, 2.5691088012536056e-05, 0.9999569654464722, 1.5149084902077448e-05]"
KINKOJ,2.0,2,"[1.8310712448510458e-06, 8.430332673015073e-05, 0.9998989105224609, 1.5034405805636197e-05]"
DEYMOL,1.0,1,"[0.0015470049111172557, 0.9949432015419006, 0.002865726826712489, 0.0006440369179472327]"
La-Cu,2.0,2,"[4.875334707321599e-05, 0.002673105802386999, 0.997175931930542, 0.00010217956150881946]"
Zn-DMOF-Br,0.0,0,"[0.9874131083488464, 0.011847274377942085, 0.00037268720916472375, 0.00036693632137030363]"
IZENUY,2.0,2,"[0.000606721208896488, 0.00855232309550047, 0.967467725276947, 0.023373199626803398]"
CUTKUY,2.0,2,"[4.1295419350717566e-07, 1.4883898074913304e-05, 0.999897837638855, 8.689865353517234e-05]"
YUKBIR,2.0,2,"[0.000385960127459839, 0.023096486926078796, 0.9755883812904358, 0.0009290848975069821]"
ESAREX,1.0,1,"[0.003525006817653775, 0.9914734363555908, 0.004918758291751146, 8.273316780105233e-05]"
APUVIS,2.0,2,"[5.826106644235551e-06, 0.00037691957550123334, 0.9993743300437927, 0.0002429148298688233]"
OSIMOT,0.0,0,"[0.999738872051239, 0.0002580653817858547, 2.6750205961434403e-06, 4.172218837084074e-07]"
HESVOR,2.0,2,"[4.503895524976542e-06, 2.973328264488373e-05, 0.9999058246612549, 5.99114500801079e-05]"
MOYNOE,1.0,1,"[2.7089068680652417e-05, 0.9989661574363708, 0.0009996104054152966, 7.30926831238321e-06]"
MOYPIA,1.0,1,"[2.9033048122073524e-05, 0.9995775818824768, 0.00038992322515696287, 3.4140568914153846e-06]"
KAMPOG,2.0,2,"[1.968501692317659e-06, 0.0001114536207751371, 0.9998390674591064, 4.747107595903799e-05]"
ZIF-90,2.0,2,"[9.25966844533832e-07, 5.2795741794398054e-05, 0.9999322891235352, 1.3940626558905933e-05]"
ZOZJAB,2.0,2,"[1.2994031749258284e-05, 0.00019720981072168797, 0.9997552633285522, 3.461418964434415e-05]"
YEGDAR,1.0,1,"[0.0005971129867248237, 0.8956477046012878, 0.10282393544912338, 0.0009313853806816041]"
DULBUJ,1.0,1,"[0.0025125998072326183, 0.9927258491516113, 0.004429885186254978, 0.0003316109941806644]"
SADLIU,2.0,2,"[0.0007999869412742555, 0.023665301501750946, 0.9712768793106079, 0.004257828928530216]"
AVUHOP,2.0,2,"[1.474994860473089e-06, 2.1534066036110744e-05, 0.9998964071273804, 8.061859261943027e-05]"
